,artist_name,song_name,lyrics
20,훈스 (HOONS),누가 봐도 연애 중,"일어나자마자 떠오르는 네 얼굴
일찍 또 눈이 떠졌어
응 보고 싶어 잘 잤니 응 지금 갈게
오늘도 너를 만나러 가는 길
난 이 길이 너무 좋은 걸
아침보다 눈부신 널 볼 수 있어
너를 만난 후로 아주 작은 일로도
매일 웃게 되는 걸
oh love oh 좋아해 널
하루하루 갈수록
맘이 점점 더 커지잖아
내 매일이 행복해져
날 웃음 짓게 만드는
널 사랑하게 돼서
오늘도 너를 데려다주는 길
난 이 길이 너무 싫은 걸
별빛보다 빛나는 널 볼 수 없어
너를 만난 후로 아주 작은 일들도
아쉬워만 지는 걸
oh love oh 좋아해 널
하루하루 갈수록
맘이 점점 더 커지잖아
내 매일이 행복해져
날 웃음 짓게 만드는
널 사랑하게 돼서
잠깐 들어가지 말아 줄래
달빛 아래 널 안고 있을래
고백하던 그때의 나보다
오늘 내가 음 너를 더 사랑해
oh love oh 좋아해 널
하루하루 갈수록
맘이 점점 더 커지잖아
내 매일이 행복해져
날 웃음 짓게 만드는
널 사랑하게 돼서
oh love oh 사랑해 널
하루하루 갈수록
맘이 점점 더 커지잖아
내 매일이 행복해져
날 웃음 짓게 만드는
널 사랑하게 돼서"
21,슬로디 (Slou.D),42.,"나 너의 눈을 볼 때면
파도에 잠기듯 빠져가
너 나의 이름 불러줄 때면
눈치도 없는 심장은 빨라져만 가
알듯 말듯 네 표정
우물쭈물 고민해
왜 자꾸 나를 애태워 왜
보일 듯 말듯 OK sign
내 소원은 너란 말야
oh please
l'm nothing without you
너에게 고릴 걸어
내게서 어디 도망도 못 가게
우리 사일 연결해
l'm nothing without you
난 너 하나면 돼
이럴까 저럴까 고민하지 말고
그냥 내게 오면 돼
널 내 옆에만 두고 싶어
이대로 조금 더 가까이
날 좋아한단 말해주면 돼
너도 알고 있잖아 난 준비 다 됐어
할듯 말듯한 대답
수줍어 숨은 네 맘
왜 자꾸 나를 애태워 왜
보일 듯 말듯 OK sign
내 소원은 너란 말야
oh please
l'm nothing without you
너에게 고릴 걸어
내게서 어디 도망도 못 가게
우리 사일 연결해
l'm nothing without you
난 너 하나면 돼
이럴까 저럴까 고민하지 말고
그냥 내게 오면 돼
l'm nothing without you
너에게 고릴 걸어
내게서 어디 도망도 못 가게
우리 사일 연결해
l'm nothing without you
난 너 하나면 돼
이럴까 저럴까 고민하지 말고
그냥 내게 오면 돼
l'm nothing without you
너에게 고릴 걸어
내게서 어디 도망도 못 가게
우리 사일 연결해
l'm nothing without you
난 너 하나면 돼
이럴까 저럴까 고민하지 말고
그냥 내게 오면 돼"
22,슈가볼 (Sugarbowl),틀린그림찾기,"굿모닝
밤새 잘 잤어
눈 뜨며 하는 통화
너로 인해 눈에 띄게 달라진 패턴
하루종일 네 생각에 온통
맘이 간지러워지는 이 순간도
어색하지만 다 좋은 걸
매일 보는 눈코입도
매일 듣는 네 목소리도
하루하루 더 예쁘기만 해요
너로 점점 바뀌어가는 내 세상에서
난 빨간 동그라미를 쳐
정답이 없는 틀린그림찾기해
어떤 영화를 좋아하는지
무슨 음식을 싫어하는지
사소한 취향부터 습관까지 check it
내 눈엔 네가 어디에 있든
반짝거려 oh
마치 이 게임의 힌트처럼
다른 걸 맞춰가는 시간 속의 우리
너와 닮아가는 게 행복해
이 틀린그림찾기가 끝나고
우린 같은 그림으로
하나가 될 때까지
매일 보는 눈코입도
매일 듣는 네 목소리도
하루하루 더 예쁘기만 해요
너로 점점 바뀌어가는 내 세상에서
난 빨간 동그라미를 쳐
정답이 없는 틀린그림찾기해
매일 보는 눈코입도
매일 듣는 네 목소리도
하루하루 더 예쁘기만 해요
너로 점점 바뀌어가는 내 세상에서
난 빨간 동그라미를 쳐
정답이 없는 틀린그림찾기해"
23,우주히피,하고 싶은 말들을 듣고 싶어요 (Prod. 고영배),"적당한 거리가 좋아요
작게 말을 걸 때마다
더 가까이 오니까
내게만 들리는 게 하는 말들이
다 비밀 같아요
조금 더 와주면 어때요
같은 곳을 보고 싶은
내 옆에 앉아 둘이
갑자기 말이 없으면
밀린 밤처럼 더 어색할까요
지금 고백해주면 좋은데
하고 싶은 말들을 듣고 싶어요
그게 뭐든 내 맘에 들 테니까
아껴둔 그 맘들을 들려주세요
이미 다 알고 있어요
가까운 거리가 더 좋네요
조금 움직일 때마다
어깨가 닿으니까
얼굴에 다 써 있는데
맘을 아껴도 어디 쓸데없어요
지금 고백해주면 좋은데
하고 싶은 말들을 듣고 싶어요
그게 뭐든 내 맘에 들 테니까
아껴둔 그 마음들을 들려주세요
이미 다 알고 있어요
내게 말해 오늘은 내게 말해 그 맘을
준비됐어요 그러기만 해줘요
내게 말해 오늘은 내게 말해 그 맘을
준비됐어요 그러기만 해주세요
하고 싶은 말들을 듣고 싶어요
그게 뭐든 그러기만 해주세요
하고 싶은 말들을 듣고 싶어요
그게 뭐든 그러기만 해주세요"
24,후추스,사랑을 향해,"이 세상 누구보다 널 사랑해
지나간 사랑이야 있었지만
너처럼 특별하지 않을 거야
끝없이 우린 서로 원할 거야
사랑은 빗나가지 않는 거야
내 마음 오직 너를 향할 뿐이야
절대로 널 놓치지 않을 거야
언제나 네 편엔 내가 있을 거야
누구를 만나도 전처럼
가슴 뛰지 않는 거야
사랑은 더 이상 없을 거야
그렇게 믿었어
난 그저 안아줄 사람이 필요했어
그런 날 너는 변화시킨 거야
진실한 사랑에 난 눈뜬 거야
이 세상 누구보다 널 사랑해
지나간 사랑이야 있었지만
너처럼 특별하지 않을 거야
끝없이 우린 서로 원할 거야
사랑은 빗나가지 않는 거야
내 마음 오직 너를 향할 뿐이야
절대로 널 놓치지 않을 거야
언제나 네 편엔 내가 있을 거야
사랑 말곤 모든 일이 시시하게 느껴지네
난 새로운 게 더 이상 궁금하지도 않아
이 세상 누구보다 널 사랑해
지나간 사랑이야 있었지만
너처럼 특별하지 않을 거야
끝없이 우린 서로 원할 거야
사랑은 빗나가지 않는 거야
내 마음 오직 너를 향할 뿐이야
절대로 널 놓치지 않을 거야
언제나 네 편엔 내가 있을 거야
이 세상 누구보다 널 사랑해
지나간 사랑이야 있었지만
너처럼 특별하지 않을 거야
끝없이 우린 서로 원할 거야
사랑은 빗나가지 않는 거야
내 마음 오직 너를 향할 뿐이야
절대로 널 놓치지 않을 거야
언제나 네 편엔 내가 있을 거야"
25,수경,다함께 노래해요,"고요한 이 밤에 Uh
모두들 설레이는 맘으로
빛나는 별들과 예쁜 달도
더 밝게 빛을 내요
상쾌한 이 밤에 Uh
모두들 옹기종기 모여 앉아
싱긋한 밤공기 맡으며
다함께 노래해요
la la la la la la la la la la la la
la la la la la a
la la la la la la la la
somebody sing with me
이 앞에 아저씨 저 뒤에 꼬마들
조금은 많이 쑥스러울진 몰라
그래도 다 잊고 두 손을 모으며
다함께 노래해요
la la la la la la la la la la la la
la la la la la a
la la la la la la la la
somebody sing with me
익숙치 않은 melody
그래도 잊혀지지 않을 memory
서로의 눈을 보며 느낄 수 있는
이밤 이밤
la la la la la la la la la la la la
la la la la la a
la la la la la la la la
somebody sing with me
la la la la la la la la la la la la
la la la la la a
la la la la la la la la
somebody sing with me"
26,406호 프로젝트,남들이 말하는 사랑,"네가 머문 시선이 궁금해지고
너의 사소한 습관들이
나를 설레게 해
예전엔 간단했던 순간들이
점점 어렵고 복잡해져
슬픈데 기뻐 기쁜데 또 슬퍼
잃을까 봐 겁이 나도
행복해서 잊게 돼
누굴 사랑하는 게
원래 다 이런 거라면
다들 대단해 보이는데
나도 그런 사랑을 하고 있다는 게
참 신기해 놀라워 아름답기까지
저절로 미소가 지어져
바보 같다고 해도 좋아
우연히 마주친 눈빛 하나에도
내 마음은 말도
안 될 만큼 흔들리는데
어쩌면 넌 그렇게 태연한 표정으로
서있을 수 있는지
쉴 새 없이 내게 밀려드는 널
막지도 못한 채 깊이 빠져들어가는
나를 보면서 이게 남들이 말하는
사랑에 빠진 모습인가 봐
나도 그런 사랑을 하고 있다는 게
참 신기해 놀라워 아름답기까지
저절로 미소가 지어져
바보 같다고 해도 좋아
나도 그런 사랑을 하고 있다는 게
아름답기까지
저절로 미소가 지어져
바보 같다고 해도 좋아"
27,랄라스윗 (lalasweet),여름에게,"내가 여름을 좋아한 이유는
너랑 닮아서일 거야
시작되는 계절의 상냥함은
널 떠올리게 해
봄 여름 가을 겨울 중
하나를 고르라고 한다면
주저 없이 널 생각나게 하는
초여름이라고 말할게
햇살이 따뜻해질 쯤이면
두근거리곤 하는 마음 아니
바람의 방향이 바뀌는 곳에
네가 웃고 있다면
널 닮은 바람 널 닮은 햇살
널 닮아 푸르른 초록 잎도
널 닮은 공기 널 닮은 하늘
이 모든 것들이 모두 내겐
you-
여름의 시작은
너의 커다란 미소처럼 해사한
초록으로 가득 찬 계절이라
이렇게 설레나 봐
청량한 바람이 불어오면
눈앞은 온통 푸르러지고
눈부신 우리의 여름날도
더 아름다울 거야
널 닮은 바람 널 닮은 햇살
널 닮아 푸르른 초록 잎도
널 닮은 공기 널 닮은 하늘
이 모든 것들이 모두 내겐
머리 위 가득한 나뭇잎이
나를 지켜주는 것 같아
수많은 시간이 지나도
늘 푸르를 우리 둘처럼
널 닮은 바람 널 닮은 햇살
널 닮아 푸르른 초록 잎도
널 닮은 공기 널 닮은 하늘
이 모든 것들이 모두 내겐"
28,네이비쿼카 (NavyQuokka),SummerSweet,"여름 해가 긴 이유 너랑 더 오래 보려고
겨울에는 추우니까
너랑 같이 있고 싶다고
아무거나 이유 아무 말 Blah
여름 해가 긴 이유 나랑 더 오래 있자고
녹아 흘러 버릴 것만 같아
집에 가는 길은 또 왜 이렇게 멀지
시곌보니 벌써 일곱 시네
지금 넌 어디야 일 번 출구 앞에서 봐
음 사실은 원래는 말이야
더운 걸 못 참아서 여름이 싫었어
으음 근데 지금은 말이야
이 여름이 좋아질 것 같아
여름 해가 긴 이유 너랑 더 오래 보려고
겨울에는 추우니까
너랑 같이 있고 싶다고
아무거나 이유 아무 말 Blah
여름 해가 긴 이유 나랑 더 오래 있자고
음 사실은 원래는 말이야
더운 걸 못 참아서 여름이 싫었어
으음 근데 지금은 말이야
이 여름이 좋아질 것 같아
여름 해가 긴 이유 너랑 더 오래 보려고
겨울에는 추우니까
너랑 같이 있고 싶다고
아무거나 이유 아무 말 Blah
여름 해가 긴 이유 나랑 더 오래 있자고
여름 해가 긴 이유 너랑 더 오래 보려고
겨울에는 추우니까
너랑 같이 있고 싶다고
아무거나 이유 아무 말 Blah
여름 해가 긴 이유 나랑 더 오래 있자고"
29,박문치,그 해 이야기 (Feat. 강원우 of 일로와이로),"너를 기다리다
앉은 옆자리
긴장 가득한
편지를 쥐고선
건네 준다면
그간에 맘들이
전해질까
고민보민했지
바라보는 네 옆에 선
나를 알까
두근대는 나의 마음이
내겐 너무 어려워
네 앞에서 내 마음은
너의 손을 잡고
말하고 싶지만
네가 좋아
너무 두려워
네게 말하면
우리의 추억이
사라질까
끝내 말 못했지
바라보는 네 옆에 선
나를 알까
두근대는 나의 마음이
내겐 너무 어려워
네 앞에서 내 마음은
너의 손을 잡고
말하고 싶지만
네가 좋아
너무 두려워
Joy of love holding your hand
That’s not what I want
I just want to deliver
That you're all I need
That you're all I need
these feelings precious emotions
바라보는 네 옆에 선
나를 알까
두근대는 나의 마음이
내겐 너무 어려워
네 앞에서 내 마음은
너의 손을 잡고
말하고 싶지만
네가 좋아
너무 두려워"
30,오주 (OHZU),"하늘의별,바다의모래보다 (Feat.임단우)","이상해 내가 왜 이러는지
가만히 생각해봐도
모르겠어 수 많은
너와의 추억들이 떠올라
보고싶어 날 보는 그 눈빛
왜 이리도 예뻐보이는지
모르겠어 너도 날 생각한다면
오늘은 말해줄래
하늘의 별보다
바다의 모래보다
더 많이 아껴줄게 널 생각하다가
이 밤이 지나가도
아침이 밝아와도 난
괜찮아 너만있으면
보고싶어 이 계절이오면
왜 이리도 니가 보이는지
모르겠어 너도 날 생각한다면
오늘은 말해줄래
쉽게 못했던 말 이제야 하는데
바라보기만해도 기분 좋았던 때로
돌아갈 순 없잖아 알아 니맘 그래도
한번만 생각해줘
하늘의 별보다
바다의 모래보다
더 많이 아껴줄게 널 생각하다가
이 밤이 지나가도
아침이 밝아와도 난
괜찮아 너만있으면
from the star to the sky
more than sand in the sea
그리워 하면 할 수록 더 커져
it doesn't matter
if you're by my side
하늘의 별보다
바다의 모래보다
더 많이 아껴줄게 널 생각하다가
이 밤이 지나가도
아침이 밝아와도 난
괜찮아 너만있으면
하늘의 별보다
바다의 모래보다
더 많이 아껴줄게 널 생각하다가
이 밤이 지나가도
아침이 밝아와도 난
괜찮아 너만있으면"
31,라이너스의 담요,Love Tide,"여름의 파도 그대와 내가 주고받는
내게 들어와 이대로 스며들어줘
We’re surfin’ on love tide
흔들리는 파도
놓치지 않게 나를 꼭 안아줘
떠나지 말아요 나를 더 꿈꾸게 해줘
We’re surfing’ on love tide
My muse
널 나 절대 놓치지 않아
지금 가 닿지 못해도
조금 날 기다려줘요
먼지로 가득한 하늘이
그대 눈을 가려버려도
난 변하지 않아
소음이 가득한 도시가
그대 귀를 막아버려도
나를 꼭 안아요
여름의 파도 그대와 내가 주고받는
내게 들어와 이대로 스며들어줘
We’re surfin’ on love tide
흔들리는 파도
놓치지 않게 나를 꼭 안아줘
떠나지 말아요 나를 더 꿈꾸게 해줘
We’re surfing’ on love tide"
32,PL (피엘),LA LA LAND (Feat.뉘뉘),"길었던 너의 하루를 전부 듣고 싶어
널 걱정하는 내 맘을
넌 알지 못할 게 당연해
너에게 써주고픈 drama
감춰진 너의 별빛을
너는 알았으면 해
how about you
would you tell me
너의 하루가 궁금해
I was like you you were like me
힐링이 넌 필요해
영화를 보러 갈까
맛집으로 떠날까
전부 고민된다면
그냥 별이나 보러 갈까
shall we dance
석양빛 너머에 언덕을 올라서
shall we dance
둘만의 영화에 한 장면을 남겨
달빛을 조명으로
널 위한 무대를 짓고서
shall we dance
둘만의 영화에 한 장면을 남겨
어딘지 모르게
축 처지는 내 마음을
늘 먼저 알아주는 너
별 볼 일 없던 하늘에
진한 보라색 노을이 번져
you look into my eyes
넌 또 내게 물어봐
how about you
would you tell me
너의 하루가 궁금해
I was like you
you were like me
힐링이 넌 필요해
영화를 보러 갈까
맛집으로 떠날까
전부 고민된다면
그냥 별이나 보러 갈까
shall we dance
석양빛 너머에 언덕을 올라서
shall we dance
둘만의 영화에 한 장면을 남겨
달빛을 조명으로
널 위한 무대를 짓고서
shall we dance
둘만의 영화에 한 장면을 남겨
달빛을 조명으로
널 위한 무대를 짓고서
shall we dance
둘만의 영화에 한 장면을 남겨"
33,성영주,말해서 뭐해♪,"너랑 이렇게 걷는 거 너무 좋다
강아지처럼 온종일
이 순간만 기다려
편한 옷들로 부담스럽지 않게
입을 옷들도 다 정해놨어
꾸밈없는 우리 속
설렘이 흘러
이런 게 행복일까
왜 또 똑같은 신발에
발걸음은 딱 맞는 거야
딱인 온도에 날씨마저
우릴 응원해
짜게 먹는 것까지
같으면 어떡하란 말이야
왜 또 똑같은 생각에
말은 자꾸 겹치는 거야
좋은 기분에
온 세상이 내 거 같아
네가 내게 온 후론
하루하루가 행복한데
말해서 뭐해
네가 이렇게 웃는 거 너무 좋다
웃음 한 번에 하루가 다 위로돼
남들은 재미없다던 얘기들도
너에게는 다 재밌나 봐
꾸밈없는 우리 속
시선이 겹쳐
이대로 가까워질까
왜 또 똑같은 신발에
발걸음은 딱 맞는 거야
딱인 온도에 날씨마저
우릴 응원해
짜게 먹는 것까지
같으면 어떡하란 말이야
왜 또 똑같은 생각에
말은 자꾸 겹치는 거야
좋은 기분에
온 세상이 내 거 같아
네가 내게 온 후론
하루하루가 행복한데
말해서 뭐해
너 방금 웃었어
얼굴도 좀 빨개진 거 같고
입가엔 뭘 또 잔뜩 묻힌 채
말하는 모습에 난
나도 모르게 그만
왜 또 똑같은 신발에
발걸음은 딱 맞는 거야
딱인 온도에 바람마저
나를 밀어줘
가까워지는 우리 둘
심장아 그만 좀 뛰어
왜 또 똑같은 생각에
말은 자꾸 겹치는 거야
좋은 기분에
온 세상이 내 거 같아
네가 내게 온 후론
하루하루가 행복한데
말해서 뭐해"
